id,account_name,address,city,province_state,postal_zip,country,latitude,longitude,naics,naics_description,sic_6,sic_6_description,website,census_tract,account_type,estimated_annual_revenue_of_business,n_employees
16233280,Subway,6605 Hwy 7 E,Markham,ON,L3P7P1,Canada,43.87844,-79.2383,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350400.15,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
727728476,Sakata Sushi,1766 Eglinton Ave W,York,ON,M6E2H6,Canada,43.69631,-79.448493,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350169.01,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
52642741,Pizza Pizza,250 Wincott Dr,Etobicoke,ON,M9R2R5,Canada,43.679703,-79.546783,722511,Full-Service Restaurants,581222,PIZZA,,5350238.01,PROSPECT,"$1,000 - $499,999",5 - 9 employees
35769967,Pita & Grill,5030 Maingate Dr,Mississauga,ON,L4W1N5,Canada,43.629643,-79.628134,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.35,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
14798391,Kfc,1800 Sheppard Ave E,North York,ON,M2J5A7,Canada,43.77775,-79.3445,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350303,PROSPECT,"$500,000 - $999,999",10 - 19 employees
63775597,Le Restaurant Tu Bong,3095 1re Av,Quebec,QC,G1L3P5,Canada,46.838453,-71.24573,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210033.02,PROSPECT,"$1,000 - $499,999",5 - 9 employees
56786197,Tim Hortons,6034 Lady Hammond Rd,Halifax,NS,B3K2R6,Canada,44.664846,-63.612075,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,2050022,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
59009688,Hwichan Kim,4852 Yonge St,North York,ON,M2N5N2,Canada,43.76263,-79.41156,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350299.02,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
63990303,Boulangerie Cocoa,58 Marine Parade Dr,Etobicoke,ON,M8V4G1,Canada,43.62748,-79.47713,722514,"Cafeterias, Grill Buffets, and Buffets",581214,CAFES,,5350210.02,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
63072946,Tim Hortons,952 King St W,Toronto,ON,M6K1E4,Canada,43.642249,-79.412476,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350010.01,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
35145259,Tim Hortons,6565 Highway 7 E,Markham,ON,L3P3B4,Canada,43.87802,-79.239961,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350400.15,PROSPECT,"$500,000 - $999,999",10 - 19 employees
743305386,Sutton,1673 Lakeshore Rd W,Mississauga,ON,L5J1J4,Canada,43.518721,-79.622155,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350501.02,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
60905635,Aria Ristorante,25 York St,Toronto,ON,M5J2V5,Canada,43.643433,-79.381213,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350013.01,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
440549674,Country Style,670 Rexdale Blvd,Etobicoke,ON,M9W0B5,Canada,43.720764,-79.613288,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350247.01,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
61536728,Extreme Pita,2187 Dunwin Dr,Mississauga,ON,L5L1X2,Canada,43.535294,-79.673176,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350516.09,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
440608827,Restaurant Shish-Kabab Express,2360 Ch Sainte-Foy,Quebec,QC,G1V4H2,Canada,46.786755,-71.282161,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210116,PROSPECT,"$1,000 - $499,999",5 - 9 employees
34717173,New Wing Wah,347 Herring Cove Rd,Halifax,NS,B3R1V5,Canada,44.614083,-63.616751,722511,Full-Service Restaurants,581208,RESTAURANTS,,2050015,PROSPECT,"$1,000 - $499,999",5 - 9 employees
439733190,Cat Bar & Eatry,3513 Dundas St W,York,ON,M6S2S6,Canada,43.66545,-79.489226,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350152,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
723009761,Restaurant Le Montagnais,334 Boul 138 St-Tite Des Caps,Quebec,QC,G1A,Canada,47.14319,-70.76878,722511,Full-Service Restaurants,581208,RESTAURANTS,,0,PROSPECT,"$1,000 - $499,999",5 - 9 employees
15213168,Genji,2899 Steeles Ave W,North York,ON,M3J3A1,Canada,43.781419,-79.491694,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350311.06,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
37931417,Cafe 668,885 Dundas St W,Toronto,ON,M6J1V9,Canada,43.650995,-79.411687,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350040,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
49453004,Pita Pit,4205 Keele St,North York,ON,M3J3T8,Canada,43.77362,-79.49214,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350311.06,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
738228764,Popeyes Louisiana Kitchen,400 Queen St W,Toronto,ON,M5V2A6,Canada,43.64882,-79.397175,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350039,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
715498224,Second Cup,105 1051-340 College St,Toronto,ON,M5T3A9,Canada,43.65758,-79.40346,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350059,PROSPECT,"$500,000 - $999,999",10 - 19 employees
738658479,Villa Madina,6956 Financial Dr,Mississauga,ON,L5N8J4,Canada,43.61047,-79.74854,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.4,PROSPECT,"$1,000 - $499,999",5 - 9 employees
57143976,Tim Hortons,1728 Bloor St W,Toronto,ON,M6P1A8,Canada,43.655344,-79.458735,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350099,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
42956656,Mc Donald's,5675 Spring Garden Rd,Halifax,NS,B3J1G9,Canada,44.642446,-63.579185,722511,Full-Service Restaurants,581208,RESTAURANTS,,2050008,PROSPECT,"$2,500,000 - $4,999,999",50 - 99 employees
439733196,Only Cuisine,4365 Sheppard E,Toronto,ON,M1R,Canada,43.78672,-79.27084,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350377.02,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
56461858,Annapoorna Take Out,3-5390 Terry Fox Way,Mississauga,ON,L5V0A5,Canada,43.597969,-79.688512,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.47,PROSPECT,"$1,000 - $499,999",5 - 9 employees
724375879,Wendy's,615 Dundas St E,Toronto,ON,M5A0C7,Canada,43.660441,-79.360674,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350030,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
62554514,Churrasqueira Praia Da Vgr,325 Weston Rd,York,ON,M6N4Z9,Canada,43.67884,-79.473381,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350106,PROSPECT,"$1,000 - $499,999",5 - 9 employees
721924849,Bruegger's Bagels,40 King St W,Toronto,ON,M5H3Y2,Canada,43.648781,-79.379644,722515,Snack and Nonalcoholic Beverage Bars,546101,BAGELS,,5350014,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
39158829,Dawes Cafe,466 Dawes Rd,East York,ON,M4B2E9,Canada,43.702971,-79.297192,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350190.02,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
63072813,Tim Hortons,150 King St W,Toronto,ON,M5H1J9,Canada,43.650652,-79.371788,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350016,PROSPECT,"$500,000 - $999,999",10 - 19 employees
743179212,Albert's Real Jamaican Food,542 St Clair Ave W,Toronto,ON,M6C1A5,Canada,43.682941,-79.420775,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350116,PROSPECT,"$1,000 - $499,999",5 - 9 employees
744725035,Fusionbites,1-6899 14th Ave,Markham,ON,L6B0S2,Canada,43.8605,-79.22476,722511,Full-Service Restaurants,581222,PIZZA,,5350400.22,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
738986425,Tim Hortons,4750 Yonge St,North York,ON,M2N0J6,Canada,43.76048,-79.41103,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350299.02,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
64191273,Quick Chick,3355 Hurontario St,Mississauga,ON,L5A4E7,Canada,43.587569,-79.625844,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350521.03,PROSPECT,"$500,000 - $999,999",10 - 19 employees
24171555,Tim Hortons,4901 Steeles Ave W,North York,ON,M9L2W1,Canada,43.77065,-79.54266,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350315.03,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
723009598,Marky's Bbq,383 Jane St,Toronto,ON,M6S3Z3,Canada,43.657862,-79.487644,722511,Full-Service Restaurants,581224,BARBECUE RESTAURANT,,5350104,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
64032394,Central Bar & Grill,2007 Lawrence Ave W,York,ON,M9N3V1,Canada,43.700411,-79.509768,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350175.01,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
727728052,Spaghetti House,147 Baldwin St,Toronto,ON,M5T1L9,Canada,43.654916,-79.399475,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350038,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
438040373,Wahlburgers,46 Blue Jays Way,Toronto,ON,M5V2G3,Canada,43.645132,-79.392205,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350011,PROSPECT,"$1,000 - $499,999",5 - 9 employees
440367044,Too Hot Hotpot,11 Fairburn Dr,Markham,ON,L6G0A4,Canada,43.848921,-79.350877,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350401.05,PROSPECT,"$1,000 - $499,999",5 - 9 employees
439732950,Falls & Firkin,81 Bloor St E,Toronto,ON,M4W1A9,Canada,43.670448,-79.384719,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350063.05,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
42804591,Chardonnay Grille & Lounge,5444 Dixie Rd,Mississauga,ON,L4W2L2,Canada,43.642947,-79.633041,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.35,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
25833146,Benny & Co,3300 1re Av,Quebec,QC,G1L3P9,Canada,46.840269,-71.24698,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210034,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
59013045,Hero Certified Burgers,79 Yonge St,Toronto,ON,M5C1S8,Canada,43.64954,-79.37778,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350015,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
37340759,Starbucks,2100 Hurontario St,Mississauga,ON,L5B1M8,Canada,43.57025,-79.60274,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350513.03,PROSPECT,"$1,000,000 - $2,499,999",10 - 19 employees
13642376,Chelsea Restaurant,7 John St S,Mississauga,ON,L5H2E3,Canada,43.549433,-79.587468,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350540.01,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
36350536,Greece Restaurant,643 Mount Pleasant Rd,Toronto,ON,M4S2M9,Canada,43.70496,-79.38855,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350127,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
64039175,Sushi Nomi,67 Roncesvalles Ave,Toronto,ON,M6R2K6,Canada,43.641252,-79.446886,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350048,PROSPECT,"$1,000 - $499,999",1 - 4 employees
36850972,Saini's Eastcoasters Bar & Eat,2861 Keele St,North York,ON,M3M2G7,Canada,43.732655,-79.483054,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350291.04,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
31137722,Bistro Scanner,291 Rue De Saint-Vallier E,Quebec,QC,G1K3P5,Canada,46.81182,-71.22467,722514,"Cafeterias, Grill Buffets, and Buffets",581214,CAFES,,4210020,PROSPECT,"$500,000 - $999,999",10 - 19 employees
743028137,Greek 2 Go,2-1125 Dundas St E,Mississauga,ON,L4Y2C4,Canada,43.60421,-79.59082,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350524.01,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
49888902,Tho Phuong,1603 Dundas St W,Toronto,ON,M6K1T9,Canada,43.64968,-79.43517,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350046,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
25465493,Queens Legs Pub,286 Eglinton Ave W,Toronto,ON,M4R1B2,Canada,43.704991,-79.407675,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350135,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
33121468,Wok-A-Way Chinese Restaurant,3355 The Collegeway,Mississauga,ON,L5L5T3,Canada,43.5242,-79.7047,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350516.25,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
748289489,Zaza Espresso Bar,162 Cumberland St,Toronto,ON,M5R1A8,Canada,43.670147,-79.393689,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350089,PROSPECT,"$1,000 - $499,999",1 - 4 employees
43283084,Atlantis Restaurant Inc,1005 Bloor St W,Toronto,ON,M6H1M1,Canada,43.66079,-79.430393,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350054,PROSPECT,"$1,000 - $499,999",5 - 9 employees
61198081,Boutique Gourmande Terre Et Mr,4855 Rue De La Promenade-Des-S,Quebec,QC,G1Y2W2,Canada,46.74698,-71.36059,722320,Caterers,581212,CATERERS,,4210120.02,PROSPECT,"$1,000 - $499,999",1 - 4 employees
59012260,Taste Of Shawarma,530 Oakwood Ave,York,ON,M6E2X3,Canada,43.692331,-79.440852,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350162,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
29503117,Restaurant Le 47e Parallele,333 Rue Jacques-Parizeau,Quebec,QC,G1R5G2,Canada,46.80535,-71.221605,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210015,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
726258057,Beanwise,5875 Rodeo Dr,Mississauga,ON,L5R4C1,Canada,43.61027,-79.6897,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350528.18,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
62999776,Tim Hortons,1700 Av Jules-Verne,Quebec,QC,G2G2R1,Canada,46.777062,-71.358448,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,4210119.03,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
27274372,Caffe Demetre,2962 Bloor St W,Etobicoke,ON,M8X1B7,Canada,43.648213,-79.508623,722515,Snack and Nonalcoholic Beverage Bars,581203,ICE CREAM PARLORS,,5350227,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
51197960,Mo Resto-Bar,824 Boul Charest E,Quebec,QC,G1K8H8,Canada,46.815947,-71.218758,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210023,PROSPECT,"$1,000 - $499,999",1 - 4 employees
34385344,New Generation Sushi,493 Bloor St W,Toronto,ON,M5S1Y2,Canada,43.665617,-79.407839,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350060,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
33603564,244 Pizza & Wings,1166 Weston Rd,York,ON,M6M4P4,Canada,43.687198,-79.490545,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350173,PROSPECT,"$1,000 - $499,999",1 - 4 employees
751086633,Wild Wing,11-246 Queens Quay W,Toronto,ON,M5J1B5,Canada,43.63944,-79.38507,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350012.04,CUSTOMER,"$1,000 - $499,999",
46462156,Starbucks,842 Danforth Ave,Toronto,ON,M4J1L7,Canada,43.68003,-79.34055,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350083,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
25503632,Pizza Hut,1086 Yonge St,Toronto,ON,M4W2L4,Canada,43.677928,-79.390197,722511,Full-Service Restaurants,581222,PIZZA,,5350090,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
14754667,Kfc,965 Dundas St E,Mississauga,ON,L4Y2B7,Canada,43.600638,-79.594181,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350522,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
727728559,Pho Rang Dong,1193 St Clair Ave W,Toronto,ON,M6E1B5,Canada,43.677532,-79.444048,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350110,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
15889298,Rosedale Diner,1164 Yonge St,Toronto,ON,M4W2L9,Canada,43.680361,-79.391224,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350090,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
440544558,J C's Grillhouse,1500 Matheson Blvd E,Mississauga,ON,L4W3Z4,Canada,43.642604,-79.628882,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.35,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
50804970,New York Fries,500 Rexdale Blvd,Etobicoke,ON,M9W6K5,Canada,43.720388,-79.600064,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350247.01,CUSTOMER,"$2,500,000 - $4,999,999",50 - 99 employees
13561246,Capitol Banquet Ctr,6435 Dixie Road,Mississauga,ON,L5T1X4,Canada,43.663628,-79.658564,722320,Caterers,581212,CATERERS,,5350528.41,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
440579582,A&W Canada,3300 Bloor St W,Etobicoke,ON,M8X2X4,Canada,43.645496,-79.522399,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350225.01,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
60262532,Golden Burrito,2215 Steeles Ave W,North York,ON,M3J3N2,Canada,43.78539,-79.47676,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350311.06,PROSPECT,"$1,000 - $499,999",5 - 9 employees
436689846,Starbucks,81 Front St E,Toronto,ON,M5E1B8,Canada,43.648726,-79.372552,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350013.01,PROSPECT,"$500,000 - $999,999",10 - 19 employees
34905810,Gabby's,729 Danforth Ave,Toronto,ON,M4J1L2,Canada,43.679073,-79.34296,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350072.01,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
14911564,Le Papillon On Front,69 Front St E,Toronto,ON,M5E1B5,Canada,43.648439,-79.37331,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350013.01,CUSTOMER,"$1,000,000 - $2,499,999",20 - 49 employees
55043012,Sidecar,577 College St,Toronto,ON,M6G1B2,Canada,43.655202,-79.413081,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350041,PROSPECT,"$1,000 - $499,999",5 - 9 employees
39080668,Cafe Crepe,246 Queen St W,Toronto,ON,M5V1Z7,Canada,43.650188,-79.390912,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350036,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
738531552,Tim Hortons,2255 Sheppard Ave E,North York,ON,M2J4Y1,Canada,43.773911,-79.327568,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350301.04,PROSPECT,"$1,000 - $499,999",5 - 9 employees
55294755,Swiss Chalet Rotisserie/Grill,269 Rexdale Blvd,Etobicoke,ON,M9W1P7,Canada,43.712425,-79.577429,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350247.01,CUSTOMER,"$2,500,000 - $4,999,999",50 - 99 employees
737905975,Sushi Shop,181 Bay St,Toronto,ON,M5J2T3,Canada,43.647488,-79.378414,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350014,PROSPECT,"$500,000 - $999,999",10 - 19 employees
27253541,Coffee Time Donuts,1046 Pape Ave,East York,ON,M4K3W2,Canada,43.689819,-79.348995,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350185.01,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
440549689,Country Style,57 Carl Hall Rd,North York,ON,M3K2E2,Canada,43.74753,-79.47671,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350296,PROSPECT,"$1,000 - $499,999",1 - 4 employees
440526212,Yupdduk Toronto,28 Finch Ave W,North York,ON,M2N2G7,Canada,43.779363,-79.417478,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350318,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
50997527,High Park Spicy House,3020 Dundas St W,Toronto,ON,M6P1Z3,Canada,43.665709,-79.470064,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350101,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
64344757,Coffee Time Donuts,2688 Dundas St W,Toronto,ON,M6P1Y2,Canada,43.664861,-79.4589,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350100,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
29956430,Aryzta Limited,2425 Matheson Blvd E,Mississauga,ON,L4W5K4,Canada,43.656575,-79.603407,722515,Snack and Nonalcoholic Beverage Bars,546107,COOKIES & CRACKERS,,5350528.35,PROSPECT,"$1,000 - $499,999",1 - 4 employees
44895860,Starbucks,208 Queens Quay W,Toronto,ON,M5J2Y5,Canada,43.639899,-79.381106,722515,Snack and Nonalcoholic Beverage Bars,581228,COFFEE SHOPS,,5350012.04,PROSPECT,"$500,000 - $999,999",10 - 19 employees
43851799,Tim Hortons,8801 Woodbine Ave,Markham,ON,L3R5W9,Canada,43.856563,-79.359343,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350401.1,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
61509667,Sbarro,220 Yonge St,Toronto,ON,M5B2H1,Canada,43.65367,-79.38011,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350035,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
749958888,Baskin-Robbins,66-7070 Saint Barbara Blvd,Mississauga,ON,L5W0E6,Canada,43.63895,-79.71651,722515,Snack and Nonalcoholic Beverage Bars,581203,ICE CREAM PARLORS,,5350528.48,PROSPECT,"$1,000 - $499,999",5 - 9 employees
36848000,Sakura Korean Japanese Rstrnt,7 Spring Garden Ave,North York,ON,M2N3G1,Canada,43.764223,-79.410908,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350307.04,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
29152824,Ottimo Ristorante & Pizzeria,3075 Bloor St W,Etobicoke,ON,M8X1C7,Canada,43.646586,-79.513857,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350218,PROSPECT,"$1,000 - $499,999",5 - 9 employees
723009576,St James's Gate Irish Alehouse,5140 Dundas St W,Etobicoke,ON,M9A1C2,Canada,43.64378,-79.53347,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350225.01,PROSPECT,"$1,000 - $499,999",5 - 9 employees
60905924,Carnita,780 Queen St E,Toronto,ON,M4M1H4,Canada,43.659684,-79.347428,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350029,PROSPECT,"$1,000 - $499,999",5 - 9 employees
15510456,P & M Restaurant,1946 Weston Rd,York,ON,M9N1W2,Canada,43.700482,-79.518131,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350175.02,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
57036626,South St Burger Co,1020 Islington Ave,Etobicoke,ON,M8Z6A4,Canada,43.631879,-79.518493,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350214,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
26114074,Ginza Sushi Restaurant,652 Finch Ave E,North York,ON,M2K2E6,Canada,43.788043,-79.381074,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350323.01,PROSPECT,"$1,000 - $499,999",5 - 9 employees
16273427,Standard Sweets & Snacks,2877 Derry Rd E,Mississauga,ON,L4T1A6,Canada,43.703173,-79.644244,722320,Caterers,581212,CATERERS,,5350529.01,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
54406442,Kobe Sizzlers,808 Britannia Rd W,Mississauga,ON,L5V0A7,Canada,43.61014,-79.697806,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.42,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
722716113,Queen Margherita Pizza-Jane,785 Annette St,Toronto,ON,M6S2E4,Canada,43.65818,-79.48778,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350104,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
59012583,Tierra Aiteca Inc,1115 Bloor St W,Toronto,ON,M6H1M7,Canada,43.6598,-79.43466,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350054,PROSPECT,"$1,000 - $499,999",1 - 4 employees
63059414,Tim Hortons,4841 Yonge St,North York,ON,M2N5X2,Canada,43.762267,-79.410832,722515,Snack and Nonalcoholic Beverage Bars,546105,DOUGHNUTS,,5350307.04,PROSPECT,"$1,000,000 - $2,499,999",20 - 49 employees
64035280,Yellow Cup Cafe,225 The East Mall,Etobicoke,ON,M9B6J1,Canada,43.632301,-79.552133,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350213.02,CUSTOMER,"$500,000 - $999,999",10 - 19 employees
49062474,Iron Chef,4920 Tomken Rd,Mississauga,ON,L4W1J8,Canada,43.62576,-79.63079,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.35,PROSPECT,"$500,000 - $999,999",10 - 19 employees
64186026,La Felicita Catering,2351 Royal Windsor Dr,Mississauga,ON,L5J4S7,Canada,43.505288,-79.639092,722320,Caterers,581212,CATERERS,,5350501.01,PROSPECT,"$1,000 - $499,999",5 - 9 employees
60824232,Gasa Restaurant,50 New Delhi Dr,Markham,ON,L3S0B5,Canada,43.84875,-79.25141,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350400.23,CUSTOMER,"$1,000 - $499,999",1 - 4 employees
743180845,Sunset Grill,1-1510 Dundas St E,Mississauga,ON,L4X1L4,Canada,43.61113,-79.57922,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350510,PROSPECT,"$1,000 - $499,999",5 - 9 employees
438979913,Restaurant Viva Sgobba,670 Rue Bouvier,Quebec,QC,G2J1A7,Canada,46.83449,-71.272,722511,Full-Service Restaurants,581208,RESTAURANTS,,4210240.02,PROSPECT,"$1,000 - $499,999",5 - 9 employees
743179680,Bagle House,1438 Yonge St,Toronto,ON,M4T1Y5,Canada,43.6873,-79.394021,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350121,CUSTOMER,"$1,000 - $499,999",5 - 9 employees
54408034,Superchoice Pizza-Malton,2985 Drew Rd,Mississauga,ON,L4T0A4,Canada,43.710993,-79.6535,722511,Full-Service Restaurants,581208,RESTAURANTS,,5350528.41,PROSPECT,"$1,000 - $499,999",5 - 9 employees
